gold_close,gold_high,gold_low,gold_open,copper,MSCI,NASDAQ,RUT,silver,SP500
1814.1,1818.2,1809.5,1816.8,4.3755,619.07,14761.3,2223.58,25.582,4423.1
1822.2,1823.2,1808.2,1817.0,4.418,610.92,14681.07,2215.5,25.575,4387.2
1817.2,1835.5,1813.1,1832.5,4.4655,595.96,14672.68,2226.25,25.547,4395.3
1835.8,1837.5,1810.9,1811.5,4.5075,594.76,14778.26,2240.03,25.782,4419.1
1799.7,1809.0,1790.7,1798.6,4.482,591.84,14762.58,2224.96,24.877,4400.6
1799.8,1805.4,1792.8,1797.1,4.5445,584.21,14660.58,2191.83,24.649,4401.5
1799.2,1812.0,1796.0,1802.3,4.585,575.9,14840.71,2216.92,25.318,4422.3
1801.8,1810.7,1789.1,1807.7,4.4,578.95,14836.99,2209.65,25.233,4411.8
1805.4,1808.4,1791.9,1803.9,4.3375,572.15,14684.6,2199.48,25.381,4367.5
1803.4,1814.4,1794.3,1810.6,4.272,564.86,14631.95,2234.04,25.255,4358.7
1811.4,1825.9,1805.2,1813.5,4.263,563.57,14498.88,2194.3,24.995,4323.1
1809.2,1818.0,1795.0,1811.6,4.2015,556.84,14274.98,2130.68,25.144,4258.5
1815.0,1832.7,1809.5,1830.7,4.323,564.83,14427.24,2163.24,25.795,4327.2
1829.0,1835.0,1820.6,1828.7,4.323,559.85,14543.13,2190.29,26.394,4360.0
1825.0,1831.1,1804.9,1808.3,4.2675,555.19,14644.95,2202.36,26.271,4374.3
1809.9,1818.0,1798.7,1806.7,4.307,557.57,14677.65,2238.86,26.14,4369.2
1805.9,1811.0,1791.0,1808.5,4.316,559.95,14733.24,2281.83,26.239,4384.6
1810.6,1813.0,1796.6,1803.2,4.3455,560.23,14701.92,2280.01,26.234,4369.6
1800.2,1819.5,1793.5,1803.8,4.2645,553.54,14559.78,2231.68,25.987,4320.8
1802.1,1810.2,1794.1,1797.0,4.3225,555.77,14665.06,2252.85,26.129,4358.1
1795.0,1814.8,1790.1,1790.7,4.251,550.02,14663.64,2274.5,26.174,4343.5
1794.2,1815.7,1784.7,1787.5,4.344,541.91,14639.33,2305.76,26.174,4352.3
1783.3,1795.9,1774.4,1777.5,4.276,541.91,14639.33,2305.76,26.501,4352.3
1776.8,1783.4,1765.9,1770.8,4.236,534.03,14522.38,2329.36,26.1,4319.9
1771.6,1774.7,1753.2,1761.9,4.289,533.08,14503.95,2310.55,26.194,4297.5
1763.6,1779.2,1750.1,1778.8,4.2645,542.17,14528.33,2308.84,25.901,4291.8
1780.7,1786.1,1770.4,1782.0,4.28,534.47,14500.51,2322.34,26.223,4290.6
1777.8,1791.0,1773.6,1775.7,4.2905,531.75,14360.39,2334.4,26.087,4280.7
1776.7,1788.6,1772.7,1778.2,4.307,533.08,14369.71,2333.62,26.05,4266.5
1783.4,1795.6,1773.1,1779.1,4.3265,523.86,14271.73,2303.47,26.111,4241.8
1777.4,1790.1,1771.2,1783.2,4.2245,522.19,14253.27,2295.95,25.857,4246.4
1782.9,1786.9,1764.1,1764.3,4.1845,515.59,14141.48,2286.09,26.025,4224.8
1769.0,1797.9,1761.2,1773.9,4.1615,502.9,14030.38,2237.75,25.969,4166.4
1774.8,1826.4,1767.9,1812.3,4.1825,505.54,14161.35,2287.46,25.856,4221.9
1861.4,1866.0,1804.4,1861.0,4.3885,495.9,14039.68,2314.69,27.812,4223.7
1856.4,1870.9,1853.0,1867.8,4.3375,495.0,14072.86,2320.07,27.693,4246.6
1865.9,1879.7,1845.7,1879.6,4.531,490.76,14174.14,2326.15,28.039,4255.1
1879.6,1906.2,1876.1,1901.9,4.5415,479.51,14069.42,2335.81,28.146,4247.4
1896.4,1903.0,1871.8,1891.4,4.489,476.46,14020.33,2311.41,28.031,4239.2
1895.5,1901.7,1889.3,1894.4,4.5345,465.83,13911.75,2327.13,28.002,4219.6
1894.4,1906.9,1885.7,1901.6,4.559,463.37,13924.91,2343.76,27.731,4227.3
1898.8,1902.9,1883.7,1894.3,4.5295,464.37,13881.72,2319.18,28.018,4226.5
1892.0,1899.0,1855.6,1872.7,4.5315,466.36,13814.49,2286.41,27.896,4229.9
1873.3,1912.3,1866.7,1910.5,4.4665,461.98,13614.51,2279.25,27.477,4192.9
1909.9,1911.8,1896.4,1903.0,4.595,468.87,13756.33,2297.83,28.204,4208.1
1905.0,1919.2,1894.5,1906.8,4.6565,461.97,13736.48,2294.74,28.102,4202.0
1905.0,1919.2,1894.5,1906.8,4.681,468.13,13748.74,2268.97,28.102,4204.1
1905.3,1908.8,1884.3,1899.8,4.681,468.13,13748.74,2268.97,28.014,4204.1
1895.7,1903.9,1888.2,1896.8,4.666,464.37,13736.28,2273.07,27.94,4200.9
1901.2,1913.3,1890.7,1900.0,4.5295,465.1,13738.0,2249.27,27.877,4196.0
1898.0,1901.2,1873.2,1881.2,4.5065,464.61,13657.17,2205.75,28.056,4188.1
1884.5,1887.9,1875.7,1883.5,4.5255,462.85,13661.17,2227.34,27.905,4197.1
1876.7,1890.3,1870.3,1878.1,4.481,456.88,13470.99,2215.27,27.486,4155.9
1881.9,1885.3,1864.2,1869.9,4.568,457.23,13535.74,2207.76,28.067,4159.1
1881.5,1891.3,1852.2,1870.2,4.5765,447.59,13299.74,2193.64,28.025,4115.7
1868.0,1875.9,1863.5,1867.3,4.7255,454.09,13303.64,2210.88,28.333,4127.8
1867.6,1869.3,1841.1,1845.9,4.7115,455.78,13379.05,2227.12,28.274,4163.3
1838.1,1847.1,1819.0,1826.4,4.6545,463.46,13429.98,2224.63,27.365,4173.9
1824.0,1829.1,1808.4,1816.2,4.6905,461.09,13124.99,2170.95,27.059,4112.5
1822.8,1844.7,1813.0,1838.2,4.736,460.18,13031.68,2135.14,27.244,4063.0
1836.1,1842.5,1817.8,1836.2,4.762,472.67,13389.43,2206.99,27.667,4152.1
1837.6,1846.3,1830.5,1835.4,4.716,476.89,13401.86,2212.7,27.492,4188.4
1831.3,1844.6,1813.4,1815.4,4.7485,482.31,13752.24,2271.63,27.477,4232.6
1815.7,1818.6,1781.8,1787.0,4.6025,475.91,13632.84,2241.42,27.477,4201.6
1784.3,1788.1,1769.3,1778.4,4.524,478.18,13582.42,2241.37,26.522,4167.6
1776.0,1799.5,1769.2,1793.2,4.5215,482.5,13633.5,2248.29,26.558,4164.7
1791.8,1798.9,1765.6,1768.1,4.5285,486.2,13895.12,2277.45,26.96,4192.7
1767.7,1773.3,1763.3,1772.4,4.468,485.77,13962.68,2266.45,25.873,4181.2
1768.3,1789.9,1754.6,1781.9,4.4865,494.83,14082.55,2295.46,26.085,4211.5
1773.9,1782.7,1761.8,1776.4,4.498,484.03,14051.03,2304.16,26.085,4183.2
1778.8,1785.9,1773.9,1781.1,4.487,487.61,14090.22,2301.27,26.41,4186.7
1780.1,1783.1,1768.2,1776.1,4.443,487.0,14138.78,2298.01,26.209,4187.6
1777.8,1796.3,1769.5,1784.0,4.34,486.5,14016.81,2271.86,26.075,4180.2
1782.0,1798.1,1777.1,1794.5,4.278,471.75,13818.41,2232.61,26.18,4135.0
1793.1,1798.4,1776.6,1779.1,4.2845,470.62,13950.22,2239.63,26.57,4173.4
1778.4,1780.8,1763.5,1770.5,4.219,468.03,13786.27,2188.21,25.84,4134.9
1770.6,1790.4,1766.6,1778.8,4.243,468.27,13914.77,2232.0,25.837,4163.3
1780.2,1784.7,1760.3,1764.8,4.172,473.52,14052.34,2262.67,26.105,4185.5
1766.8,1770.6,1734.4,1736.6,4.223,469.65,14038.76,2257.07,25.964,4170.4
1736.3,1750.7,1732.3,1746.4,4.1315,457.41,13857.84,2247.72,25.524,4124.7
1747.6,1749.5,1723.2,1732.2,4.0365,460.0,13996.1,2228.92,25.426,4141.6
1732.7,1746.2,1727.0,1744.5,4.0225,453.14,13850.0,2233.78,24.867,4128.0
1744.8,1758.2,1730.8,1756.5,4.0445,448.5,13900.19,2243.47,25.325,4128.8
1758.2,1759.4,1733.6,1738.6,4.099,445.29,13829.31,2242.6,25.585,4097.2
1741.6,1745.4,1731.2,1744.4,4.0575,437.45,13688.84,2223.05,25.247,4079.9
1743.0,1746.7,1728.2,1729.2,4.118,440.1,13698.38,2259.15,25.227,4073.9
1728.8,1734.4,1721.6,1730.0,4.1395,440.61,13705.59,2264.89,24.78,4077.9
1728.4,1732.0,1706.4,1709.0,3.994,428.55,13480.11,2253.9,24.948,4019.9
1715.6,1716.3,1677.3,1685.9,4.0,419.28,13246.87,2220.52,24.532,3972.9
1686.0,1714.8,1678.3,1713.0,3.982,417.51,13045.39,2195.8,24.137,3958.6
1712.2,1732.6,1703.3,1731.5,4.0345,426.37,13059.65,2158.68,24.771,3971.1
1732.3,1735.5,1718.8,1725.5,4.068,424.87,13138.72,2221.48,25.114,3974.5
1725.1,1744.8,1720.3,1733.2,3.978,412.05,12977.68,2183.12,25.047,3909.5
1733.2,1737.7,1722.3,1725.9,4.064,424.03,12961.89,2134.27,25.231,3889.1
1725.1,1742.0,1722.7,1738.5,4.0795,420.76,13227.7,2185.69,25.227,3910.5
1738.1,1747.0,1726.4,1745.6,4.1395,419.36,13377.54,2266.84,25.769,3940.6
1741.7,1746.1,1727.1,1733.7,4.113,410.36,13215.24,2287.55,26.321,3913.1
1732.5,1754.2,1716.6,1744.0,4.108,405.62,13116.17,2267.59,26.351,3915.5
1727.1,1750.6,1722.0,1730.0,4.119,413.17,13525.2,2336.39,26.058,3974.1
1730.9,1740.5,1724.4,1730.7,4.0715,416.58,13471.57,2319.52,26.003,3962.7
1729.2,1733.2,1719.2,1726.5,4.1405,419.55,13459.71,2360.17,26.288,3968.9
1719.8,1728.0,1696.6,1720.5,4.14,416.53,13319.86,2352.79,25.911,3943.3
1722.6,1738.0,1716.8,1725.0,4.139,410.06,13398.67,2338.54,26.193,3939.3
1721.8,1725.3,1705.6,1714.5,4.0325,409.82,13068.83,2285.68,26.13,3898.8
1716.9,1718.7,1676.7,1679.3,4.0085,414.52,13073.82,2245.06,26.183,3875.4
1678.0,1712.0,1673.3,1701.6,4.093,402.63,12609.16,2202.99,25.269,3821.3
1698.5,1705.7,1683.0,1695.3,4.0755,414.72,12920.15,2192.21,25.287,3841.9
1700.7,1721.6,1687.6,1708.4,3.9785,409.0,12723.47,2146.92,25.461,3768.5
1715.8,1739.1,1699.4,1736.5,4.142,409.72,12997.75,2207.79,26.387,3819.7
1733.6,1737.8,1704.6,1722.8,4.222,418.81,13358.79,2231.51,26.879,3870.3
1723.0,1757.4,1717.2,1732.8,4.113,420.03,13588.83,2275.32,26.678,3901.8
1728.8,1773.8,1714.9,1770.9,4.0925,414.52,13192.35,2201.05,26.44,3811.2
1775.4,1805.0,1763.9,1804.9,4.2635,406.3,13119.43,2200.17,27.685,3829.3
1797.9,1813.0,1782.2,1805.0,4.3015,417.23,13597.97,2284.38,27.859,3925.4
1805.9,1815.2,1794.5,1809.3,4.185,415.15,13465.2,2231.31,27.688,3881.4
1808.4,1812.4,1778.6,1782.0,4.1465,413.6,13533.05,2251.07,28.085,3876.5
1777.4,1790.9,1759.0,1774.6,4.077,432.97,13874.47,2266.69,27.254,3906.7
1775.0,1788.8,1766.6,1776.0,3.905,437.55,13865.36,2218.39,27.078,3914.0
1772.8,1794.2,1767.9,1793.1,3.8235,439.32,13965.5,2256.11,27.315,3931.3
1799.0,1827.1,1788.1,1826.0,3.8345,440.92,14047.5,2272.89,27.325,3932.6
1799.0,1827.1,1788.1,1826.0,3.8218,434.77,14095.47,2289.36,27.325,3934.8
1823.2,1831.5,1810.1,1825.4,3.7875,434.77,14095.47,2289.36,27.328,3934.8
1826.8,1848.6,1821.7,1844.3,3.7735,426.86,14025.77,2285.32,27.047,3916.4
1842.7,1856.6,1834.0,1838.3,3.773,419.66,13972.53,2282.44,27.078,3909.9
1837.5,1849.5,1830.3,1832.4,3.719,417.97,14007.7,2299.0,27.402,3911.2
1834.2,1840.6,1807.3,1818.1,3.6665,422.73,13987.64,2289.76,27.576,3915.6
1813.0,1816.0,1792.2,1794.3,3.627,429.81,13856.3,2233.33,27.019,3886.8
1791.2,1835.7,1784.6,1834.5,3.555,430.19,13777.74,2202.42,26.234,3871.7
1835.1,1845.9,1830.1,1838.5,3.5655,416.87,13610.54,2159.7,26.889,3830.2
1833.4,1866.3,1830.4,1863.6,3.5245,425.13,13612.78,2151.44,26.402,3826.3
1863.9,1876.0,1851.7,1865.0,3.5455,416.25,13403.39,2126.16,29.418,3773.9
1850.3,1878.9,1841.2,1845.6,3.558,395.3,13070.69,2073.64,26.914,3714.2
1841.2,1867.0,1835.6,1847.2,3.58,395.23,13337.16,2106.61,25.922,3787.4
1844.9,1851.5,1828.4,1849.7,3.5575,393.34,13270.6,2108.7,25.389,3750.8
1850.9,1860.8,1847.2,1854.9,3.6195,404.61,13626.07,2149.86,25.538,3849.6
1855.2,1867.4,1846.2,1855.3,3.6295,403.49,13635.99,2163.27,25.484,3855.4
1856.2,1870.8,1836.3,1870.1,3.626,411.88,13543.06,2168.76,25.556,3841.5
1865.9,1874.6,1857.5,1871.0,3.6475,414.35,13530.92,2141.42,25.854,3853.1
1866.5,1872.0,1831.1,1839.9,3.6415,418.52,13457.25,2160.62,25.766,3851.8
1842.0,1846.0,1804.2,1830.6,3.6335,411.48,13197.18,2151.14,25.32,3798.9
1840.2,1845.0,1800.8,1828.8,3.6168,415.3,12998.5,2123.2,25.32,3768.2
1829.9,1856.6,1822.1,1847.3,3.602,415.3,12998.5,2123.2,24.866,3768.2
1851.4,1857.6,1826.6,1845.6,3.6645,409.52,13112.64,2155.35,25.802,3795.5
1854.9,1863.0,1841.6,1855.0,3.617,438.4,13128.95,2111.97,25.572,3809.8
1844.2,1864.0,1835.8,1845.4,3.6055,453.19,13072.43,2127.96,25.435,3801.2
1850.8,1856.0,1817.1,1849.4,3.5645,451.79,13036.43,2091.01,25.284,3799.6
1835.4,1918.4,1827.8,1915.2,3.6735,452.68,13201.98,2091.66,24.637,3824.7
1913.6,1929.6,1907.5,1921.5,3.696,443.64,13067.48,2096.89,27.261,3803.8
1908.6,1962.5,1902.6,1952.8,3.6505,435.17,12740.79,2057.92,27.042,3748.1
1954.4,1957.0,1938.4,1946.0,3.6395,431.37,12818.96,1979.11,27.64,3726.9
1946.6,1948.7,1906.1,1908.2,3.5545,437.64,12698.45,1945.91,27.364,3700.7
1895.1,1904.9,1889.1,1899.0,3.519,446.53,12888.28,1974.86,26.412,3756.1
1893.4,1899.0,1879.5,1881.8,3.549,436.99,12870.0,1979.99,26.573,3732.0
1882.9,1891.3,1875.6,1878.0,3.5535,434.57,12850.22,1959.36,26.217,3727.0
1880.4,1904.1,1873.0,1887.0,3.57,436.37,12899.42,1996.25,26.539,3735.4
1883.2,1887.4,1873.1,1877.3,3.5615,432.46,12804.73,2003.95,25.908,3703.1
1878.1,1883.7,1860.9,1865.6,3.555,428.63,12771.11,2007.1,25.921,3690.0
1870.3,1889.4,1863.7,1883.0,3.519,437.58,12807.92,1989.88,25.535,3687.3
1882.8,1912.0,1859.0,1892.9,3.5755,435.04,12742.52,1970.33,26.379,3694.9
1888.9,1895.7,1881.9,1891.3,3.63,443.06,12755.64,1969.99,26.033,3709.4
1890.4,1902.0,1865.9,1868.4,3.6,436.78,12764.75,1978.05,26.181,3722.5
1859.1,1870.0,1848.2,1857.7,3.5575,429.84,12658.19,1952.72,25.052,3701.2
1855.3,1859.3,1828.5,1830.5,3.542,424.0,12595.06,1959.76,24.644,3694.6
1832.1,1845.6,1820.0,1845.0,3.524,423.9,12440.04,1913.86,24.047,3647.5
1843.6,1851.8,1826.8,1840.0,3.526,419.47,12377.87,1911.7,24.092,3663.5
1837.4,1854.2,1831.5,1843.0,3.5725,422.6,12405.81,1922.7,24.094,3668.1
1838.5,1875.9,1828.2,1875.4,3.5105,414.62,12338.95,1902.15,23.99,3672.8
1874.9,1879.8,1863.9,1866.1,3.4965,426.4,12582.77,1917.78,24.736,3702.2
1866.0,1873.0,1824.8,1841.1,3.514,422.82,12519.95,1891.25,24.794,3692.0
1840.0,1852.7,1832.0,1844.7,3.521,421.71,12464.23,1892.45,24.253,3699.1
1841.1,1847.4,1826.7,1833.9,3.4865,419.3,12377.18,1848.7,24.137,3666.7
1830.2,1835.7,1810.5,1819.1,3.4845,416.16,12349.37,1838.03,24.08,3669.0
1818.9,1821.1,1778.4,1780.3,3.48,414.5,12355.11,1836.05,24.09,3662.4
1780.9,1793.3,1767.2,1790.8,3.4335,409.42,12198.74,1819.82,22.593,3621.6
1788.1,1822.6,1776.5,1812.1,3.412,402.25,12205.85,1855.27,22.639,3638.3
1788.1,1822.6,1776.5,1812.1,3.3478,403.95,12094.4,1845.02,22.639,3629.7
1805.5,1816.3,1798.6,1805.2,3.318,403.95,12094.4,1845.02,23.362,3629.7
1804.6,1836.9,1797.1,1835.7,3.3075,399.64,12037.33,1853.53,23.3,3635.4
1837.8,1875.0,1828.0,1869.8,3.265,401.97,11880.63,1818.3,23.633,3577.6
1872.4,1879.2,1859.1,1864.8,3.2975,400.3,11854.97,1785.34,24.363,3557.5
1861.5,1872.6,1850.0,1872.0,3.2085,400.79,11904.71,1784.13,24.048,3581.9
1873.9,1884.2,1860.3,1879.5,3.2035,399.95,11801.6,1769.32,24.448,3567.8
1885.1,1892.7,1876.3,1888.2,3.203,403.64,11899.34,1791.92,24.651,3609.5
1887.8,1898.0,1861.5,1886.6,3.225,397.6,11924.13,1785.34,24.802,3626.9
1886.2,1895.8,1872.1,1875.6,3.1805,388.42,11829.29,1744.04,24.775,3585.2
1873.3,1883.0,1860.7,1863.9,3.148,389.48,11709.59,1708.47,24.306,3537.0
1861.6,1882.5,1853.9,1876.1,3.1375,397.02,11786.43,1736.94,24.267,3572.7
1876.4,1888.9,1858.9,1864.1,3.1595,379.82,11553.86,1737.01,24.462,3545.5
1854.4,1966.1,1848.0,1956.0,3.1595,390.46,11713.78,1705.04,23.701,3550.5
1951.7,1961.8,1937.2,1950.0,3.157,421.15,11895.23,1644.16,25.662,3509.4
1946.8,1954.3,1902.2,1903.4,3.1135,417.73,11890.93,1660.05,25.191,3510.4
1896.2,1917.9,1881.8,1910.3,3.1095,398.22,11590.78,1615.08,23.893,3443.4
1910.4,1912.2,1887.6,1896.4,3.0935,369.47,11160.57,1614.3,24.334,3369.2
1892.5,1897.1,1873.3,1877.0,3.081,356.85,10957.61,1568.59,24.033,3310.2
1879.9,1890.9,1863.3,1867.9,3.0515,349.84,10911.59,1538.48,23.646,3270.0
1868.0,1885.1,1859.2,1877.5,3.06,345.49,11185.59,1561.58,23.36,3310.1
1879.2,1912.6,1869.1,1909.8,3.064,340.68,11004.87,1543.28,23.359,3271.0
1911.9,1913.8,1898.7,1904.4,3.0935,356.9,11431.35,1590.48,24.57,3390.7
1905.7,1911.1,1892.5,1906.0,3.0895,349.56,11358.94,1605.21,24.42,3401.0
1905.2,1917.3,1895.2,1906.5,3.129,350.55,11548.28,1640.5,24.675,3465.4
1904.6,1929.4,1894.2,1927.4,3.1535,347.63,11506.01,1630.25,24.709,3453.5
1929.5,1936.0,1911.6,1911.6,3.1985,350.01,11484.69,1603.78,25.241,3435.6
1915.4,1917.6,1896.6,1906.4,3.148,358.57,11516.49,1617.71,24.98,3443.1
1911.7,1923.4,1900.2,1903.2,3.086,362.67,11478.98,1613.63,24.698,3426.9
1906.4,1918.7,1901.1,1912.7,3.0675,365.61,11671.66,1633.81,24.405,3483.8
1908.9,1913.2,1892.7,1906.0,3.0855,361.62,11713.97,1638.88,24.224,3483.3
1907.3,1917.5,1885.0,1895.4,3.0505,359.04,11768.83,1621.65,24.395,3488.7
1894.6,1930.6,1889.3,1927.3,3.0445,359.97,11864.0,1636.85,24.129,3511.9
1928.9,1939.4,1923.8,1935.0,3.064,352.64,11876.36,1649.05,25.271,3534.2
1926.2,1936.8,1898.0,1898.4,3.0825,352.33,11580.05,1637.55,25.108,3477.1
1895.1,1905.3,1885.3,1890.6,3.042,346.4,11421.08,1628.55,23.876,3446.8
1890.8,1902.4,1877.1,1882.6,3.033,342.81,11364.7,1611.04,23.896,3419.4
1908.8,1927.0,1878.2,1917.8,2.9635,347.92,11154.7,1577.29,23.921,3360.9
1920.1,1924.9,1891.2,1910.9,2.963,351.31,11332.58,1581.97,24.56,3408.6
1907.6,1923.6,1895.2,1911.0,2.9775,348.16,11075.11,1539.3,24.029,3348.4
1916.3,1917.9,1890.0,1891.2,2.8655,359.54,11326.61,1531.2,24.254,3380.8
1895.5,1908.2,1885.8,1903.2,3.0325,356.78,11167.68,1507.69,23.494,3363.0
1903.2,1904.8,1880.8,1886.4,2.99,356.03,11085.42,1504.73,24.445,3335.5
1882.3,1888.2,1851.1,1862.7,2.988,354.47,11117.7,1510.34,23.604,3351.6
1866.3,1879.3,1854.1,1872.7,2.9715,352.96,10913.73,1474.91,23.093,3298.5
1876.9,1880.9,1851.0,1866.9,2.9675,346.12,10672.43,1451.82,23.196,3246.6
1868.4,1909.9,1856.0,1905.1,2.9925,345.46,10633.15,1451.46,23.105,3236.9
1907.6,1925.5,1898.9,1918.1,3.06,351.24,10963.77,1496.96,24.523,3315.6
1910.6,1962.9,1885.4,1957.3,3.0315,351.73,10778.94,1485.25,24.387,3281.1
1962.1,1968.2,1951.1,1951.1,3.114,344.96,10793.28,1536.78,27.129,3319.5
1949.9,1969.3,1938.2,1967.6,3.0685,340.36,10910.28,1542.6,27.1,3357.0
1970.5,1983.8,1957.2,1961.4,3.0585,344.47,11050.47,1552.33,27.476,3385.5
1966.2,1982.4,1955.6,1966.2,3.061,346.0,11190.32,1538.15,27.464,3401.2
1963.7,1972.5,1945.2,1948.9,3.065,342.37,11056.65,1536.97,27.355,3383.5
1947.9,1963.4,1944.0,1953.8,3.036,339.25,10853.55,1497.27,26.857,3341.0
1964.3,1975.2,1948.6,1955.3,2.9925,342.53,10919.59,1507.75,27.291,3339.2
1954.9,1959.7,1926.3,1939.4,3.046,348.69,11141.56,1526.48,27.083,3399.0
1939.5,1937.4,1909.0,1937.4,3.02,339.64,10847.69,1504.59,26.991,3331.8
1943.2,1948.3,1911.7,1938.0,3.0697,348.18,11313.13,1535.3,26.991,3427.0
1934.3,1956.6,1921.6,1938.0,3.056,348.18,11313.13,1535.3,26.712,3427.0
1937.8,1956.6,1927.2,1948.9,2.9695,360.46,11458.1,1544.68,26.875,3455.1
1944.7,1980.4,1938.9,1976.8,3.015,378.59,12056.44,1592.29,27.395,3580.8
1978.9,2001.2,1969.2,1973.7,3.0225,377.56,11939.67,1578.58,28.645,3526.7
1978.6,1985.8,1962.3,1973.9,3.0555,373.27,11775.46,1561.88,28.594,3500.3
1974.9,1983.0,1928.2,1937.5,3.012,373.68,11695.63,1578.34,27.79,3508.0
1932.6,1987.0,1914.7,1963.0,2.9755,369.89,11625.34,1564.56,27.025,3484.6
1952.5,1963.4,1908.4,1939.0,2.9685,371.6,11665.06,1560.19,27.449,3478.7
1923.1,1944.1,1919.1,1935.9,2.9415,365.53,11466.47,1571.21,26.273,3443.6
1939.2,1970.3,1930.8,1947.9,2.9325,363.99,11379.72,1568.47,26.607,3431.3
1947.0,1963.1,1916.6,1955.6,2.924,363.69,11311.8,1552.48,26.732,3397.2
1946.5,1963.1,1928.9,1934.4,2.981,368.74,11264.95,1564.3,27.147,3385.5
1970.3,2015.6,1930.5,2010.5,3.028,371.4,11146.46,1572.07,27.34,3374.8
2013.1,2024.6,1985.2,1993.6,2.9805,366.2,11210.84,1569.77,28.075,3389.8
1998.7,2000.8,1939.1,1956.4,2.909,361.66,11129.73,1585.47,27.667,3382.0
1949.8,1970.0,1939.1,1963.8,2.868,356.41,11019.3,1577.88,26.089,3372.8
1970.4,1974.8,1923.0,1927.3,2.816,359.87,11042.5,1579.79,27.718,3373.4
1949.0,1961.0,1874.2,1921.6,2.899,354.77,11012.24,1583.25,25.979,3380.3
1946.3,2040.5,1911.3,2038.4,2.884,350.53,10782.82,1575.1,26.049,3333.7
2039.7,2060.8,2027.8,2044.8,2.8705,354.31,10968.36,1584.67,29.261,3360.5
2028.0,2089.2,2024.8,2076.4,2.802,362.37,11010.98,1569.19,27.54,3351.3
2069.4,2081.8,2049.0,2055.0,2.919,372.72,11108.07,1544.62,28.4,3349.2
2049.3,2070.3,2027.5,2037.0,2.925,364.58,10998.4,1546.24,26.89,3327.8
2021.0,2037.7,1982.6,1993.5,2.903,364.35,10941.17,1517.21,26.028,3306.5
1986.3,2009.5,1975.2,1997.4,2.9205,371.91,10902.8,1506.8,24.417,3294.6
1985.9,2005.4,1971.4,1973.6,2.877,375.98,10745.27,1480.43,24.216,3271.1
1966.8,1987.3,1952.3,1986.4,2.922,374.54,10587.81,1495.1,23.362,3246.2
1953.4,1974.9,1935.2,1950.6,2.919,383.02,10542.94,1500.63,24.321,3258.4
1944.6,1974.7,1900.2,1937.1,2.9175,376.25,10402.09,1469.76,24.3,3218.4
1931.0,1941.9,1899.0,1901.2,2.8975,394.0,10536.27,1484.65,24.501,3239.4
1897.5,1904.6,1880.5,1884.9,2.8925,385.65,10363.18,1467.56,22.85,3215.6
1890.0,1897.7,1863.1,1871.6,2.9385,384.98,10461.42,1490.2,22.988,3235.7
1865.1,1871.8,1842.1,1842.8,2.9245,390.12,10706.13,1490.14,23.144,3276.0
1843.9,1844.9,1817.2,1819.6,2.958,389.05,10680.36,1487.51,21.557,3257.3
1817.4,1823.4,1806.6,1812.3,2.9155,389.02,10767.09,1467.95,20.192,3251.8
1810.0,1813.9,1795.2,1796.9,2.9045,379.62,10503.19,1473.32,19.764,3224.7
1800.3,1816.2,1794.1,1813.1,2.9015,370.16,10473.83,1467.56,19.573,3215.6
1813.8,1819.5,1804.0,1811.1,2.885,376.25,10550.49,1478.27,19.761,3226.6
1813.4,1815.0,1791.1,1805.2,2.9325,369.08,10488.58,1428.26,19.53,3197.5
1814.1,1818.8,1802.1,1803.4,2.955,363.87,10390.84,1403.57,19.788,3155.2
1801.9,1817.0,1796.5,1808.4,2.8975,370.95,10617.44,1422.68,19.053,3185.0
1803.8,1825.5,1799.6,1818.8,2.8385,375.14,10547.75,1398.92,18.962,3152.1
1820.6,1829.8,1803.8,1807.9,2.824,370.71,10492.5,1427.4,19.161,3169.9
1809.9,1810.8,1781.2,1793.9,2.797,352.61,10343.89,1416.0,18.699,3145.3
1799.0,1801.6,1788.6,1793.7,2.7745,351.21,10433.65,1442.88,18.582,3179.7
1793.5,1799.0,1779.2,1787.9,2.699,342.13,10207.63,1431.86,18.582,3130.0
1790.0,1791.7,1766.3,1779.0,2.7485,342.13,10207.63,1431.86,18.322,3130.0
1779.9,1807.7,1767.9,1798.9,2.734,340.93,10154.63,1427.31,18.218,3115.9
1800.5,1804.0,1774.8,1784.2,2.7285,333.82,10058.76,1441.37,18.637,3100.3
1781.2,1790.4,1776.5,1789.2,2.6925,325.75,9874.15,1421.21,18.064,3053.2
1780.3,1786.2,1754.0,1774.8,2.6715,332.2,9757.22,1378.78,18.168,3009.1
1770.6,1779.6,1764.1,1772.3,2.6725,342.17,10017.0,1413.32,17.895,3083.8
1775.1,1796.1,1770.6,1784.4,2.654,328.36,9909.17,1389.74,17.67,3050.3
1782.0,1786.8,1758.3,1764.9,2.664,334.82,10131.37,1439.34,18.063,3131.3
1766.4,1779.0,1753.5,1765.8,2.6575,337.55,10056.48,1433.53,17.902,3117.9
1753.0,1760.9,1728.3,1729.8,2.621,333.46,9946.12,1418.63,17.847,3097.7
1731.1,1749.2,1722.7,1735.5,2.6015,330.07,9943.05,1427.08,17.508,3115.3
1735.6,1739.3,1717.3,1735.3,2.601,325.9,9910.53,1426.53,17.775,3113.5
1736.5,1741.3,1721.8,1732.3,2.577,322.9,9895.87,1452.26,17.652,3124.7
